Price,Close,High,Low,Open,Volume,Return,MA10,MA50,Signal,Position,Strategy_Return,Equity_Curve,Market_Curve,Price
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,
Date,,,,,,,,,,,,,,
2020-04-21,65.040,67.190,64.330,66.960,180991600,-0.030,66.720,67.070,-1,-1.000,0.030,9797.330,8956.450,65.040
2020-04-22,66.920,67.350,65.970,66.310,116862400,0.030,67.130,66.850,1,-1.000,-0.030,9515.140,9214.420,66.920
2020-04-23,66.660,68.290,66.620,66.860,124814400,-0.000,67.340,66.630,1,1.000,-0.000,9478.260,9178.720,66.660
2020-04-24,68.580,68.590,67.130,67.180,126161200,0.030,67.710,66.420,1,1.000,0.030,9751.890,9443.700,68.580
2020-04-27,68.630,68.960,67.850,68.300,117087600,0.000,67.950,66.220,1,1.000,0.000,9758.790,9450.380,68.630
2020-04-28,67.520,69.270,67.420,69.090,112004800,-0.020,67.740,65.990,1,1.000,-0.020,9600.600,9297.190,67.520
2020-04-29,69.730,70.200,68.800,69.010,137280800,0.030,67.820,65.840,1,1.000,0.030,9915.940,9602.560,69.730
2020-04-30,71.210,71.380,69.880,70.280,183064000,0.020,67.990,65.690,1,1.000,0.020,10125.130,9805.140,71.210
2020-05-01,70.060,72.470,69.280,69.380,240616800,-0.020,68.150,65.540,1,1.000,-0.020,9962.120,9647.280,70.060
2020-05-04,71.050,71.180,69.390,70.080,133568000,0.010,68.540,65.450,1,1.000,0.010,10103.070,9783.780,71.050
2020-05-05,72.120,72.950,71.370,71.510,147751200,0.020,69.250,65.440,1,1.000,0.020,10254.700,9930.620,72.120
2020-05-06,72.860,73.490,72.430,72.820,142333600,0.010,69.840,65.500,1,1.000,0.010,10360.510,10033.080,72.860
2020-05-07,73.610,73.960,73.190,73.490,115215200,0.010,70.540,65.560,1,1.000,0.010,10467.690,10136.870,73.610
2020-05-08,75.370,75.420,73.950,74.280,133838400,0.020,71.220,65.740,1,1.000,0.020,10716.830,10378.140,75.370
2020-05-11,76.550,77.050,74.660,74.870,145946400,0.020,72.010,65.950,1,1.000,0.020,10885.470,10541.450,76.550
2020-05-12,75.680,77.690,75.560,77.240,162301200,-0.010,72.820,66.010,1,1.000,-0.010,10761.070,10420.980,75.680
2020-05-13,74.760,76.780,73.690,75.860,200622400,-0.010,73.330,66.100,1,1.000,-0.010,10631.130,10295.150,74.760
2020-05-14,75.220,75.280,73.280,74.000,158929200,0.010,73.730,66.140,1,1.000,0.010,10696.450,10358.400,75.220
2020-05-15,74.780,74.820,72.960,72.990,166348400,-0.010,74.200,66.220,1,1.000,-0.010,10633.200,10297.160,74.780
2020-05-18,76.540,76.910,75.410,76.110,135178400,0.020,74.750,66.350,1,1.000,0.020,10883.740,10539.770,76.540
2020-05-19,76.100,77.410,76.070,76.560,101729600,-0.010,75.150,66.580,1,1.000,-0.010,10820.850,10478.870,76.100
2020-05-20,77.580,77.650,76.920,76.960,111504800,0.020,75.620,66.750,1,1.000,0.020,11031.290,10682.660,77.580
2020-05-21,77.000,77.980,76.760,77.440,102688800,-0.010,75.960,66.950,1,1.000,-0.010,10949.050,10603.020,77.000
2020-05-22,77.500,77.580,76.640,76.740,81803200,0.010,76.170,67.300,1,1.000,0.010,11019.540,10671.280,77.500
2020-05-26,76.970,78.800,76.910,78.620,125522000,-0.010,76.210,67.490,1,1.000,-0.010,10944.900,10599.000,76.970
2020-05-27,77.310,77.450,76.090,76.830,112945200,0.000,76.380,67.860,1,1.000,0.000,10992.590,10645.180,77.310
2020-05-28,77.340,78.600,76.700,76.980,133560800,0.000,76.630,68.180,1,1.000,0.000,10997.430,10649.870,77.340
2020-05-29,77.260,78.040,76.910,77.580,153532400,-0.000,76.840,68.530,1,1.000,-0.000,10986.710,10639.490,77.260
2020-06-01,78.220,78.340,77.090,77.220,80791200,0.010,77.180,68.910,1,1.000,0.010,11121.830,10770.340,78.220
2020-06-02,78.580,78.600,77.510,77.950,87642800,0.000,77.380,69.370,1,1.000,0.000,11173.320,10820.200,78.580
2020-06-03,79.010,79.270,78.320,78.900,104491200,0.010,77.680,69.860,1,1.000,0.010,11234.830,10879.760,79.010
2020-06-04,78.330,79.130,77.960,78.830,87560400,-0.010,77.750,70.230,1,1.000,-0.010,11138.070,10786.070,78.330
2020-06-05,80.560,80.620,78.550,78.580,137250400,0.030,78.110,70.660,1,1.000,0.030,11455.300,11093.270,80.560
2020-06-08,81.040,81.070,79.540,80.260,95654400,0.010,78.460,71.020,1,1.000,0.010,11523.020,11158.850,81.040
2020-06-09,83.600,83.990,80.680,80.720,147712400,0.030,79.120,71.490,1,1.000,0.030,11886.900,11511.230,83.600
2020-06-10,85.750,86.220,84.110,84.550,166651600,0.030,79.970,71.970,1,1.000,0.030,12192.720,11807.380,85.750
2020-06-11,81.630,85.310,81.530,84.890,201662400,-0.050,80.400,72.370,1,1.000,-0.050,11607.340,11240.500,81.630
2020-06-12,82.330,84.520,81.220,83.770,200146000,0.010,80.900,72.850,1,1.000,0.010,11707.550,11337.550,82.330
2020-06-15,83.350,84.010,80.820,80.990,138808800,0.010,81.420,73.330,1,1.000,0.010,11852.340,11477.770,83.350
2020-06-16,85.560,85.830,83.770,85.410,165428800,0.030,82.120,73.870,1,1.000,0.030,12166.460,11781.950,85.560
2020-06-17,85.440,86.370,85.320,86.310,114406400,-0.000,82.760,74.310,1,1.000,-0.000,12149.520,11765.550,85.440
2020-06-18,85.480,85.890,84.870,85.400,96820400,0.000,83.470,74.760,1,1.000,0.000,12154.360,11770.240,85.480
2020-06-19,84.990,86.650,83.880,86.180,264476000,-0.010,83.920,75.170,1,1.000,-0.010,12084.900,11702.970,84.990
2020-06-22,87.210,87.350,85.340,85.380,135445200,0.030,84.530,75.620,1,1.000,0.030,12401.090,12009.170,87.210
2020-06-23,89.070,90.490,88.040,88.460,212155600,0.020,85.080,76.070,1,1.000,0.020,12665.790,12265.500,89.070
2020-06-24,87.500,89.620,87.130,88.700,192623200,-0.020,85.260,76.430,1,1.000,-0.020,12442.210,12048.990,87.500
2020-06-25,88.660,88.700,86.900,87.660,137522400,0.010,85.960,76.830,1,1.000,0.010,12607.390,12208.950,88.660
2020-06-26,85.940,88.780,85.790,88.560,205256800,-0.030,86.320,77.160,1,1.000,-0.030,12220.020,11833.820,85.940
2020-06-29,87.920,88.010,85.370,85.850,130646000,0.020,86.780,77.540,1,1.000,0.020,12501.650,12106.550,87.920
2020-06-30,88.650,88.940,87.490,87.510,140223200,0.010,87.090,77.980,1,1.000,0.010,12606.010,12207.610,88.650
2020-07-01,88.490,89.270,88.440,88.730,110737200,-0.000,87.390,78.440,1,1.000,-0.000,12582.160,12184.520,88.490
2020-07-02,88.490,90.030,88.370,89.390,114041600,0.000,87.690,78.880,1,1.000,0.000,12582.160,12184.520,88.490
2020-07-06,90.850,91.320,89.880,89.920,118655600,0.030,88.280,79.360,1,1.000,0.030,12918.740,12510.460,90.850
2020-07-07,90.570,92.010,90.460,91.230,112424400,-0.000,88.610,79.800,1,1.000,-0.000,12878.650,12471.640,90.570
2020-07-08,92.680,92.710,91.460,91.550,117092000,0.020,88.970,80.280,1,1.000,0.020,13178.600,12762.110,92.680
2020-07-09,93.080,93.630,92.030,93.570,125642800,0.000,89.530,80.790,1,1.000,0.000,13235.270,12816.990,93.080
2020-07-10,93.240,93.300,92.060,92.670,90257200,0.000,89.990,81.260,1,1.000,0.000,13258.420,12839.410,93.240
2020-07-13,92.810,97.160,92.600,94.550,191649200,-0.000,90.680,81.690,1,1.000,-0.000,13197.260,12780.180,92.810
2020-07-14,94.350,94.540,91.260,92.190,170989200,0.020,91.320,82.180,1,1.000,0.020,13415.650,12991.670,94.350
2020-07-15,95.000,96.480,93.790,96.230,153198000,0.010,91.950,82.660,1,1.000,0.010,13507.920,13081.020,95.000
2020-07-16,93.830,94.680,93.230,93.870,110577600,-0.010,92.490,83.090,1,1.000,-0.010,13341.700,12920.050,93.830
2020-07-17,93.640,94.430,93.160,94.280,92186800,-0.000,93.000,83.510,1,1.000,-0.000,13314.750,12893.960,93.640
2020-07-20,95.610,95.750,93.380,93.720,90318000,0.020,93.480,83.950,1,1.000,0.020,13595.340,13165.680,95.610
2020-07-21,94.290,96.480,94.040,96.400,103433200,-0.010,93.850,84.330,1,1.000,-0.010,13407.710,12983.970,94.290
2020-07-22,94.560,95.240,93.900,93.990,89001600,0.000,94.040,84.690,1,1.000,0.000,13445.370,13020.450,94.560
2020-07-23,90.250,94.370,89.440,94.290,197004400,-0.050,93.760,84.980,1,1.000,-0.050,12833.390,12427.810,90.250
2020-07-24,90.030,90.370,86.660,88.450,185438800,-0.000,93.440,85.280,1,1.000,-0.000,12801.590,12397.020,90.030
2020-07-27,92.160,92.250,90.870,91.090,121214000,0.020,93.370,85.620,1,1.000,0.020,13104.990,12690.830,92.160
2020-07-28,90.650,91.910,90.640,91.730,103625600,-0.020,93.000,85.940,1,1.000,-0.020,12889.710,12482.350,90.650
2020-07-29,92.390,92.570,91.100,91.130,90329200,0.020,92.740,86.260,1,1.000,0.020,13136.790,12721.620,92.390
2020-07-30,93.500,93.610,91.150,91.560,158130000,0.010,92.710,86.600,1,1.000,0.010,13295.740,12875.550,93.500
2020-07-31,103.290,103.440,98.010,100.010,374336800,0.100,93.670,87.120,1,1.000,0.100,14687.660,14223.470,103.290
2020-08-03,105.890,108.520,104.880,105.180,308151200,0.030,94.700,87.700,1,1.000,0.030,15057.750,14581.870,105.890
2020-08-04,106.600,107.700,105.360,106.080,173071600,0.010,95.930,88.280,1,1.000,0.010,15158.310,14679.250,106.600
2020-08-05,106.990,107.310,105.860,106.320,121776800,0.000,97.180,88.880,1,1.000,0.000,15213.250,14732.460,106.990
2020-08-06,110.720,111.220,106.730,107.320,202428800,0.030,99.220,89.550,1,1.000,0.030,15744.030,15246.460,110.720
2020-08-07,108.200,110.700,107.410,110.240,198045600,-0.020,101.040,90.160,1,1.000,-0.020,15386.080,14899.820,108.200
2020-08-10,109.780,110.800,107.120,109.650,212403600,0.010,102.800,90.810,1,1.000,0.010,15609.710,15116.390,109.780
2020-08-11,106.510,109.540,106.250,109.040,187902400,-0.030,104.390,91.380,1,1.000,-0.030,15145.480,14666.830,106.510
2020-08-12,110.050,110.310,107.410,107.600,165598000,0.030,106.150,92.010,1,1.000,0.030,15648.830,15154.270,110.050
2020-08-13,112.000,113.000,110.950,111.430,210082000,0.020,108.000,92.670,1,1.000,0.020,15925.780,15422.470,112.000
2020-08-14,111.900,111.990,110.090,111.820,165565200,-0.000,108.860,93.340,1,1.000,-0.000,15911.580,15408.720,111.900
2020-08-17,111.610,113.050,110.980,113.020,119561600,-0.000,109.440,93.960,1,1.000,-0.000,15870.040,15368.490,111.610
2020-08-18,112.540,112.960,111.020,111.360,105633600,0.010,110.030,94.590,1,1.000,0.010,16002.280,15496.550,112.540
2020-08-19,112.680,114.100,112.580,112.950,145538000,0.000,110.600,95.170,1,1.000,0.000,16022.360,15516.000,112.680
2020-08-20,115.180,115.290,112.700,112.720,126907200,0.020,111.040,95.760,1,1.000,0.020,16377.890,15860.290,115.180
2020-08-21,121.110,121.600,116.130,116.140,338054800,0.050,112.340,96.550,1,1.000,0.050,17221.880,16677.610,121.110
2020-08-24,122.560,125.410,120.690,125.330,345937600,0.010,113.610,97.360,1,1.000,0.010,17427.860,16877.080,122.560
2020-08-25,121.560,121.900,119.830,121.430,211495600,-0.010,115.120,98.120,1,1.000,-0.010,17284.890,16738.630,121.560
2020-08-26,123.210,123.670,121.810,122.880,163022400,0.010,116.430,98.870,1,1.000,0.010,17519.950,16966.260,123.210
2020-08-27,121.740,124.150,120.590,123.810,155552400,-0.010,117.410,99.600,1,1.000,-0.010,17310.510,16763.430,121.740
2020-08-28,121.540,123.130,121.320,122.710,187630000,-0.000,118.370,100.320,1,1.000,-0.000,17282.470,16736.280,121.540
2020-08-31,125.660,127.570,122.700,124.240,225702700,0.030,119.780,101.130,1,1.000,0.030,17868.550,17303.840,125.660
2020-09-01,130.670,131.270,127.110,129.280,151948100,0.040,121.590,102.000,1,1.000,0.040,18580.300,17993.100,130.670
2020-09-02,127.960,134.370,123.680,133.990,200119000,-0.020,123.120,102.780,1,1.000,-0.020,18195.350,17620.310,127.960
2020-09-03,117.720,125.470,117.350,123.590,257599600,-0.080,123.370,103.390,1,1.000,-0.080,16738.610,16209.610,117.720
2020-09-04,117.790,120.460,107.990,116.930,332607200,0.000,123.040,103.970,1,1.000,0.000,16749.690,16220.340,117.790
2020-09-08,109.870,115.880,109.730,110.970,231366600,-0.070,121.770,104.450,1,1.000,-0.070,15622.520,15128.790,109.870
2020-09-09,114.250,116.020,112.240,114.190,176940500,0.040,121.040,104.970,1,1.000,0.040,16245.650,15732.230,114.250
2020-09-10,110.520,117.350,109.550,117.210,182274400,-0.030,119.770,105.410,1,1.000,-0.030,15715.300,15218.640,110.520
2020-09-11,109.070,112.210,107.120,111.570,180860300,-0.010,118.500,105.820,1,1.000,-0.010,15508.970,15018.830,109.070
2020-09-14,112.340,112.900,109.850,111.720,140150100,0.030,117.580,106.300,1,1.000,0.030,15974.240,15469.400,112.340
2020-09-15,112.520,115.720,110.640,115.230,184642000,0.000,116.270,106.730,1,1.000,0.000,15999.170,15493.540,112.520
2020-09-16,109.190,112.960,109.110,112.210,154679000,-0.030,114.120,107.110,1,1.000,-0.030,15526.970,15036.270,109.190
2020-09-17,107.450,109.260,105.860,106.850,178011000,-0.020,112.070,107.400,1,1.000,-0.020,15279.110,14796.230,107.450
2020-09-18,104.040,107.980,103.310,107.510,287104900,-0.030,110.700,107.620,1,1.000,-0.030,14794.450,14326.890,104.040
2020-09-21,107.200,107.310,100.400,101.800,195713800,0.030,109.640,107.900,1,1.000,0.030,15243.110,14761.370,107.200
2020-09-22,108.880,109.910,106.300,109.730,183055400,0.020,109.550,108.220,1,1.000,0.020,15482.660,14993.350,108.880
2020-09-23,104.320,109.180,103.970,108.700,150718700,-0.040,108.550,108.420,1,1.000,-0.040,14833.230,14364.440,104.320
2020-09-24,105.390,107.360,102.250,102.420,167743300,0.010,108.040,108.630,-1,1.000,0.010,14985.550,14511.950,105.390
2020-09-25,109.340,109.500,104.850,105.590,149981400,0.040,108.070,108.940,-1,-1.000,-0.040,14423.350,15056.380,109.340
2020-09-28,111.950,112.300,109.830,112.000,137672400,0.020,108.030,109.300,-1,-1.000,-0.020,14079.080,15415.760,111.950
2020-09-29,111.100,112.290,110.600,111.550,99382200,-0.010,107.890,109.610,-1,-1.000,0.010,14185.630,15299.090,111.100
2020-09-30,112.780,114.190,110.650,110.810,142675200,0.020,108.250,109.980,-1,-1.000,-0.020,13971.770,15529.740,112.780
2020-10-01,113.730,114.640,112.800,114.560,116120400,0.010,108.870,110.370,-1,-1.000,-0.010,13853.540,15661.160,113.730
2020-10-02,110.060,112.350,109.280,109.930,144712000,-0.030,109.480,110.760,-1,-1.000,0.030,14300.730,15155.610,110.060
2020-10-05,113.450,113.600,110.580,110.930,106243800,0.030,110.100,111.230,-1,-1.000,-0.030,13860.400,15622.270,113.450
2020-10-06,110.200,113.080,109.310,112.670,161498200,-0.030,110.230,111.590,-1,-1.000,0.030,14257.770,15174.390,110.200
2020-10-07,112.070,112.530,111.140,111.620,96849000,0.020,111.010,112.020,-1,-1.000,-0.020,14015.860,15431.850,112.070
2020-10-08,111.960,113.350,111.590,113.210,83477200,-0.000,111.660,112.410,-1,-1.000,0.000,14029.250,15417.100,111.960
2020-10-09,113.910,113.940,111.910,112.260,100506900,0.020,112.120,112.820,-1,-1.000,-0.020,13785.200,15685.290,113.910
2020-10-12,121.140,121.900,116.160,116.920,240226800,0.060,113.040,113.180,-1,-1.000,-0.060,12909.560,16681.630,121.140
2020-10-13,117.930,122.110,116.520,121.990,262330500,-0.030,113.720,113.420,1,-1.000,0.030,13252.010,16239.110,117.930
2020-10-14,118.020,119.810,116.490,117.830,150712000,0.000,114.250,113.650,1,1.000,0.000,13261.860,16251.180,118.020
2020-10-15,117.550,118.030,115.060,115.610,112559200,-0.000,114.630,113.860,1,1.000,-0.000,13209.330,16186.810,117.550
2020-10-16,115.900,118.370,115.700,118.110,115393800,-0.010,115.210,113.960,1,1.000,-0.010,13024.400,15960.190,115.900
2020-10-19,112.940,117.270,112.630,116.820,120639300,-0.030,115.160,114.060,1,1.000,-0.030,12691.730,15552.540,112.940
2020-10-20,114.430,115.870,112.600,113.160,124423700,0.010,115.590,114.150,1,1.000,0.010,12859.160,15757.700,114.430
2020-10-21,113.810,115.600,113.400,113.620,89946000,-0.010,115.760,114.300,1,1.000,-0.010,12789.120,15671.880,113.810
2020-10-22,112.720,114.950,111.590,114.380,101988000,-0.010,115.840,114.350,1,1.000,-0.010,12666.560,15521.700,112.720
2020-10-23,112.030,113.500,111.290,113.340,82572600,-0.010,115.650,114.350,1,1.000,-0.010,12588.870,15426.490,112.030
2020-10-26,112.040,113.500,109.920,111.030,111850700,0.000,114.740,114.350,1,1.000,0.000,12589.960,15427.830,112.040
2020-10-27,113.550,114.210,111.540,112.470,92276800,0.010,114.300,114.390,-1,1.000,0.010,12759.580,15635.680,113.550
2020-10-28,108.290,112.410,108.190,112.040,143937800,-0.050,113.330,114.310,-1,-1.000,0.050,13350.500,14911.550,108.290
2020-10-29,112.300,113.870,109.260,109.430,146129200,0.040,112.800,114.300,-1,-1.000,-0.040,12855.860,15464.030,112.300
2020-10-30,106.010,109.060,104.900,108.150,190272600,-0.060,111.810,114.120,-1,-1.000,0.060,13576.020,14597.770,106.010
2020-11-02,105.920,107.780,104.510,106.250,122866900,-0.000,111.110,113.810,-1,-1.000,0.000,13587.240,14585.700,105.920
2020-11-03,107.550,108.570,105.880,106.790,107624400,0.020,110.420,113.510,-1,-1.000,-0.020,13378.630,14809.640,107.550
2020-11-04,111.940,112.560,109.410,111.150,138235500,0.040,110.230,113.320,-1,-1.000,-0.040,12832.290,15414.420,111.940
2020-11-05,115.910,116.490,113.810,114.860,126387100,0.040,110.550,113.170,-1,-1.000,-0.040,12376.830,15961.530,115.910
2020-11-06,115.780,116.280,113.290,115.420,114457900,-0.000,110.930,113.050,-1,-1.000,0.000,12390.890,15943.400,115.780
2020-11-09,113.470,119.000,113.210,117.550,154515300,-0.020,111.070,112.890,-1,-1.000,0.020,12638.310,15625.040,113.470
2020-11-10,113.130,114.710,111.330,112.720,138023400,-0.000,111.030,112.640,-1,-1.000,0.000,12676.340,15578.030,113.130
2020-11-11,116.560,116.700,113.590,114.320,112295000,0.030,111.860,112.360,-1,-1.000,-0.030,12291.580,16050.860,116.560
2020-11-12,116.290,117.580,115.670,116.690,103162300,-0.000,112.260,112.130,1,-1.000,0.000,12320.380,16013.250,116.290
2020-11-13,116.340,116.740,114.980,116.510,81581900,0.000,113.290,112.100,1,1.000,0.000,12325.550,16019.960,116.340
2020-11-16,117.350,118.030,115.260,116.010,91183000,0.010,114.430,112.090,1,1.000,0.010,12433.040,16159.670,117.350
2020-11-17,116.470,117.710,116.050,116.620,74271000,-0.010,115.320,112.220,1,1.000,-0.010,12338.990,16037.430,116.470
2020-11-18,115.140,116.880,115.110,115.700,76322100,-0.010,115.640,112.240,1,1.000,-0.010,12198.430,15854.740,115.140
2020-11-19,115.730,116.140,113.950,114.710,74113000,0.010,115.630,112.340,1,1.000,0.010,12261.470,15936.680,115.730
2020-11-20,114.470,115.860,114.420,115.730,73604300,-0.010,115.490,112.450,1,1.000,-0.010,12127.120,15762.060,114.470
2020-11-23,111.060,114.740,110.960,114.310,127959300,-0.030,115.250,112.430,1,1.000,-0.030,11766.430,15293.250,111.060
2020-11-24,112.350,113.010,109.830,111.120,113874200,0.010,115.180,112.420,1,1.000,0.010,11902.850,15470.560,112.350
2020-11-25,113.190,113.890,112.350,112.720,76499200,0.010,114.840,112.500,1,1.000,0.010,11991.730,15586.090,113.190
2020-11-27,113.730,114.610,113.370,113.710,46691300,0.000,114.580,112.630,1,1.000,0.000,12049.610,15661.310,113.730
2020-11-30,116.130,118.010,113.950,114.100,169410200,0.020,114.560,112.870,1,1.000,0.020,12303.850,15991.760,116.130
2020-12-01,119.710,120.450,117.070,118.050,127728200,0.030,114.800,113.120,1,1.000,0.030,12683.140,16484.740,119.710
2020-12-02,120.060,120.350,117.930,119.030,89004200,0.000,115.160,113.340,1,1.000,0.000,12720.350,16533.100,120.060
2020-12-03,119.930,120.750,119.220,120.490,78967600,-0.000,115.640,113.660,1,1.000,-0.000,12705.880,16514.290,119.930
2020-12-04,119.260,119.850,118.540,119.600,78260400,-0.010,115.990,113.930,1,1.000,-0.010,12634.570,16421.610,119.260
2020-12-07,120.720,121.520,119.260,119.310,86712000,0.010,116.610,114.160,1,1.000,0.010,12789.600,16623.100,120.720
2020-12-08,121.330,121.920,120.070,121.320,82225500,0.010,117.640,114.350,1,1.000,0.010,12854.700,16707.730,121.330
2020-12-09,118.800,122.860,118.040,121.480,115089200,-0.020,118.290,114.500,1,1.000,-0.020,12585.990,16358.470,118.800
2020-12-10,120.220,120.840,117.210,117.550,81312200,0.010,118.990,114.650,1,1.000,0.010,12736.880,16554.590,120.220
2020-12-11,119.410,119.750,117.600,119.430,86939800,-0.010,119.560,114.770,1,1.000,-0.010,12651.100,16443.100,119.410
2020-12-14,118.800,120.330,118.560,119.600,79184500,-0.010,119.820,114.940,1,1.000,-0.010,12585.990,16358.470,118.800
2020-12-15,124.750,124.770,121.090,121.290,157243700,0.050,120.330,115.170,1,1.000,0.050,13216.430,17177.870,124.750
2020-12-16,124.680,125.230,123.460,124.290,98208600,-0.000,120.790,115.460,1,1.000,-0.000,13209.200,17168.470,124.680
2020-12-17,125.550,126.410,124.900,125.740,94359800,0.010,121.350,115.730,1,1.000,0.010,13301.180,17288.020,125.550
2020-12-18,123.560,125.940,123.030,125.800,192541500,-0.020,121.780,115.960,1,1.000,-0.020,13090.340,17013.990,123.560
2020-12-21,125.090,125.170,120.430,121.960,121251600,0.010,122.220,116.180,1,1.000,0.010,13252.600,17224.890,125.090
2020-12-22,128.650,131.120,126.470,128.390,168904800,0.030,122.950,116.330,1,1.000,0.030,13629.840,17715.190,128.650
2020-12-23,127.750,129.190,127.580,128.920,88223700,-0.010,123.840,116.530,1,1.000,-0.010,13534.750,17591.610,127.750
2020-12-24,128.740,130.190,127.890,128.100,54930100,0.010,124.700,116.740,1,1.000,0.010,13639.130,17727.280,128.740
2020-12-28,133.340,133.980,130.240,130.710,124486200,0.040,126.090,117.060,1,1.000,0.040,14126.950,18361.310,133.340
2020-12-29,131.570,135.390,131.050,134.670,121047300,-0.010,127.370,117.370,1,1.000,-0.010,13938.850,18116.820,131.570
2020-12-30,130.440,132.660,130.130,132.260,96452100,-0.010,127.940,117.720,1,1.000,-0.010,13819.990,17962.350,130.440
2020-12-31,129.440,131.440,128.490,130.800,99116600,-0.010,128.410,118.020,1,1.000,-0.010,13713.540,17823.990,129.440
2021-01-04,126.240,130.340,123.650,130.250,143301900,-0.020,128.480,118.270,1,1.000,-0.020,13374.560,17383.400,126.240
2021-01-05,127.800,128.510,125.280,125.730,97664900,0.010,128.910,118.570,1,1.000,0.010,13539.920,17598.320,127.800
2021-01-06,123.500,127.840,123.280,124.590,155088000,-0.030,128.750,118.800,1,1.000,-0.030,13084.140,17005.930,123.500
2021-01-07,127.710,128.410,124.730,125.220,109578200,0.030,128.650,119.110,1,1.000,0.030,13530.610,17586.230,127.710
2021-01-08,128.820,129.380,127.040,129.190,105158200,0.010,128.760,119.420,1,1.000,0.010,13647.400,17738.020,128.820
2021-01-11,125.820,126.980,125.350,126.030,100384500,-0.020,128.470,119.770,1,1.000,-0.020,13330.110,17325.630,125.820
2021-01-12,125.640,126.510,123.750,125.350,91951100,-0.000,127.700,120.040,1,1.000,-0.000,13311.510,17301.460,125.640
2021-01-13,127.680,128.230,125.340,125.610,88636800,0.020,127.310,120.470,1,1.000,0.020,13527.520,17582.210,127.680
2021-01-14,125.750,127.790,125.610,127.600,90221800,-0.020,126.840,120.870,1,1.000,-0.020,13322.880,17316.230,125.750
2021-01-15,124.030,127.030,123.890,125.630,111598500,-0.010,126.300,121.200,1,1.000,-0.010,13139.950,17078.470,124.030
2021-01-19,124.700,125.560,123.830,124.650,90757300,0.010,126.150,121.450,1,1.000,0.010,13211.260,17171.160,124.700
2021-01-20,128.800,129.240,125.400,125.510,104319500,0.030,126.240,121.710,1,1.000,0.030,13645.330,17735.340,128.800
2021-01-21,133.520,136.250,130.320,130.520,120150900,0.040,127.250,122.060,1,1.000,0.040,14145.550,18385.480,133.520
2021-01-22,135.660,136.420,131.710,132.940,114459400,0.020,128.040,122.510,1,1.000,0.020,14372.920,18681.000,135.660
2021-01-25,139.420,141.540,133.200,139.570,157611700,0.030,129.100,123.030,1,1.000,0.030,14770.820,19198.170,139.420
2021-01-26,139.650,140.760,137.910,140.080,98390600,0.000,130.490,123.500,1,1.000,0.000,14795.620,19230.410,139.650
2021-01-27,138.580,140.760,136.970,139.920,140843800,-0.010,131.780,123.940,1,1.000,-0.010,14681.940,19082.650,138.580
2021-01-28,133.730,138.510,133.350,136.100,142621100,-0.030,132.380,124.290,1,1.000,-0.030,14168.290,18415.040,133.730
2021-01-29,128.730,133.390,127.020,132.500,177523800,-0.040,132.680,124.520,1,1.000,-0.040,13638.100,17725.930,128.730
2021-02-01,130.850,132.060,127.720,130.470,106239800,0.020,133.360,124.800,1,1.000,0.020,13863.400,18018.770,130.850
2021-02-02,131.680,132.970,131.310,132.400,83305400,0.010,134.060,125.140,1,1.000,0.010,13951.250,18132.950,131.680
2021-02-03,130.660,132.440,130.340,132.430,89880900,-0.010,134.250,125.430,1,1.000,-0.010,13842.730,17991.900,130.660
2021-02-04,134.020,134.030,131.290,132.960,84183100,0.030,134.300,125.820,1,1.000,0.030,14199.290,18455.340,134.020
2021-02-05,133.610,134.250,132.730,134.190,75693800,-0.000,134.090,126.280,1,1.000,-0.000,14155.300,18398.160,133.610
2021-02-08,133.760,133.800,131.810,132.900,71297200,0.000,133.530,126.700,1,1.000,0.000,14170.830,18418.340,133.760
2021-02-09,132.880,134.700,132.720,133.470,76774200,-0.010,132.850,127.100,1,1.000,-0.010,14077.670,18297.260,132.880
2021-02-10,132.270,133.830,131.300,133.340,73046600,-0.000,132.220,127.470,1,1.000,-0.000,14013.500,18213.860,132.270
2021-02-11,132.020,133.250,130.690,132.770,64280000,-0.000,132.050,127.790,1,1.000,-0.000,13986.590,18178.880,132.020
2021-02-12,132.250,132.410,130.610,131.250,60145100,0.000,132.400,128.040,1,1.000,0.000,14011.430,18211.170,132.250
2021-02-16,130.120,132.880,129.730,132.370,80576300,-0.020,132.330,128.240,1,1.000,-0.020,13785.790,17917.890,130.120
2021-02-17,127.830,129.170,126.490,128.230,97918500,-0.020,131.940,128.400,1,1.000,-0.020,13542.550,17601.750,127.830
2021-02-18,126.720,127.000,124.470,126.220,96856700,-0.010,131.550,128.550,1,1.000,-0.010,13425.590,17449.730,126.720
2021-02-19,126.880,127.700,125.830,127.240,87668800,0.000,130.830,128.670,1,1.000,0.000,13442.150,17471.260,126.880
2021-02-22,123.100,126.730,122.710,125.060,103916400,-0.030,129.780,128.700,1,1.000,-0.030,13041.590,16950.630,123.100
2021-02-23,122.960,123.790,115.660,120.910,158273000,-0.000,128.700,128.790,-1,1.000,-0.000,13027.100,16931.800,122.960
2021-02-24,122.460,122.670,119.410,122.060,111039900,-0.000,127.660,128.830,-1,-1.000,0.000,13079.890,16863.180,122.460
2021-02-25,118.200,123.550,117.760,121.810,148199500,-0.030,126.250,128.810,-1,-1.000,0.030,13534.840,16276.640,118.200
2021-02-26,118.470,121.970,118.410,119.770,164560400,0.000,124.900,128.800,-1,-1.000,-0.000,13504.630,16312.960,118.470
