Price,Close,High,Low,Open,Volume,Return,MA10,MA50,Signal,Position,Strategy_Return,Equity_Curve,Market_Curve,Price
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,
Date,,,,,,,,,,,,,,
2021-03-01,124.850,124.980,119.960,120.900,116307900,0.050,124.160,128.800,-1,-1.000,-0.050,12777.400,17191.440,124.850
2021-03-02,122.240,125.750,122.130,125.450,102260900,-0.020,123.370,128.750,-1,-1.000,0.020,13044.360,16832.250,122.240
2021-03-03,119.250,122.810,119.030,121.930,112966300,-0.020,122.510,128.630,-1,-1.000,0.020,13363.380,16420.590,119.250
2021-03-04,117.360,120.750,115.890,118.940,178155000,-0.020,121.580,128.500,-1,-1.000,0.020,13574.680,16160.950,117.360
2021-03-05,118.620,119.130,114.860,118.190,153766600,0.010,120.750,128.380,-1,-1.000,-0.010,13428.910,16334.490,118.620
2021-03-08,113.680,118.210,113.530,118.140,154376600,-0.040,119.810,128.080,-1,-1.000,0.040,13988.540,15653.770,113.680
2021-03-09,118.300,119.250,116.050,116.290,129525800,0.040,119.340,127.890,-1,-1.000,-0.040,13419.910,16290.090,118.300
2021-03-10,117.220,119.360,116.700,118.890,111943300,-0.010,118.820,127.660,-1,-1.000,0.010,13542.930,16140.770,117.220
2021-03-11,119.150,120.370,118.470,119.720,103026500,0.020,118.910,127.370,-1,-1.000,-0.020,13319.430,16407.130,119.150
2021-03-12,118.240,118.380,116.410,117.630,88105100,-0.010,118.890,127.110,-1,-1.000,0.010,13421.000,16282.020,118.240
2021-03-15,121.130,121.140,117.650,118.610,92403800,0.020,118.520,126.920,-1,-1.000,-0.020,13092.770,16680.220,121.130
2021-03-16,122.680,124.290,121.850,122.800,115227900,0.010,118.560,126.780,-1,-1.000,-0.010,12925.920,16892.780,122.680
2021-03-17,121.890,122.960,119.520,121.190,111932600,-0.010,118.830,126.700,-1,-1.000,0.010,13009.300,16783.810,121.890
2021-03-18,117.750,120.340,117.550,120.050,121229700,-0.030,118.870,126.500,-1,-1.000,0.030,13450.390,16214.760,117.750
2021-03-19,117.230,118.630,116.920,117.140,185549500,-0.000,118.730,126.370,-1,-1.000,0.000,13510.650,16142.110,117.230
2021-03-22,120.550,121.020,117.490,117.560,111912300,0.030,119.410,126.230,-1,-1.000,-0.030,13127.810,16599.510,120.550
2021-03-23,119.720,121.380,119.330,120.490,95467100,-0.010,119.550,126.050,-1,-1.000,0.010,13218.250,16485.160,119.720
2021-03-24,117.320,120.070,117.300,119.990,88530500,-0.020,119.570,125.880,-1,-1.000,0.020,13482.530,16155.570,117.320
2021-03-25,117.810,118.860,116.260,116.790,98844700,0.000,119.430,125.720,-1,-1.000,-0.000,13426.390,16222.830,117.810
2021-03-26,118.420,118.680,116.180,117.580,94071200,0.010,119.450,125.530,-1,-1.000,-0.010,13357.360,16306.240,118.420
2021-03-29,118.590,119.760,117.950,118.850,80819200,0.000,119.190,125.390,-1,-1.000,-0.000,13337.520,16330.450,118.590
2021-03-30,117.140,117.630,116.120,117.340,85671900,-0.010,118.640,125.250,-1,-1.000,0.010,13501.240,16130.000,117.140
2021-03-31,119.340,120.670,118.360,118.850,118323800,0.020,118.390,125.150,-1,-1.000,-0.020,13247.880,16432.690,119.340
2021-04-01,120.170,121.320,119.670,120.810,75089100,0.010,118.630,124.970,-1,-1.000,-0.010,13155.690,16547.040,120.170
2021-04-05,123.000,123.250,120.230,121.020,88651200,0.020,119.200,124.760,-1,-1.000,-0.020,12845.520,16937.180,123.000
2021-04-06,123.300,124.200,122.750,123.590,80171300,0.000,119.480,124.520,-1,-1.000,-0.000,12813.880,16978.880,123.300
2021-04-07,124.950,124.970,122.260,122.930,83466700,0.010,120.000,124.230,-1,-1.000,-0.010,12642.300,17206.230,124.950
2021-04-08,127.360,127.390,125.560,125.980,88844600,0.020,121.010,123.980,-1,-1.000,-0.020,12399.140,17537.180,127.360
2021-04-09,129.940,129.970,126.490,126.810,106686700,0.020,122.220,123.810,-1,-1.000,-0.020,12148.040,17892.330,129.940
2021-04-12,128.220,129.790,127.620,129.470,91420000,-0.010,123.200,123.700,-1,-1.000,0.010,12308.800,17655.560,128.220
2021-04-13,131.330,131.560,128.890,129.390,91266500,0.020,124.470,123.750,1,-1.000,-0.020,12009.610,18084.700,131.330
2021-04-14,128.990,131.890,128.630,131.830,87222800,-0.020,125.660,123.710,1,1.000,-0.020,11795.210,17761.840,128.990
2021-04-15,131.400,131.890,130.560,130.740,89347100,0.020,126.870,123.710,1,1.000,0.020,12015.870,18094.120,131.400
2021-04-16,131.070,131.570,130.210,131.210,84922400,-0.000,127.960,123.710,1,1.000,-0.000,11985.500,18048.390,131.070
2021-04-19,131.730,132.350,130.270,130.430,94264200,0.010,128.830,123.670,1,1.000,0.010,12046.250,18139.870,131.730
2021-04-20,130.040,132.410,128.770,131.910,94812300,-0.010,129.500,123.600,1,1.000,-0.010,11891.690,17907.130,130.040
2021-04-21,130.420,130.670,128.270,129.310,68847100,0.000,130.050,123.530,1,1.000,0.000,11926.530,17959.590,130.420
2021-04-22,128.900,131.060,128.380,129.970,84566500,-0.010,130.200,123.450,1,1.000,-0.010,11787.170,17749.730,128.900
2021-04-23,131.230,132.010,129.120,129.120,78657500,0.020,130.330,123.430,1,1.000,0.020,11999.790,18069.920,131.230
2021-04-26,131.620,131.950,130.480,131.720,66905100,0.000,130.670,123.420,1,1.000,0.000,12035.520,18123.720,131.620
2021-04-27,131.290,132.290,131.020,131.900,66015800,-0.000,130.670,123.400,1,1.000,-0.000,12006.040,18079.330,131.290
2021-04-28,130.500,131.910,130.010,131.220,107760100,-0.010,130.820,123.410,1,1.000,-0.010,11933.680,17970.360,130.500
2021-04-29,130.400,133.910,129.400,133.330,151101000,-0.000,130.720,123.460,1,1.000,-0.000,11924.740,17956.900,130.400
2021-04-30,128.430,130.480,128.050,128.740,109839500,-0.020,130.460,123.500,1,1.000,-0.020,11744.280,17685.160,128.430
2021-05-03,129.490,130.980,128.790,129.000,75135100,0.010,130.230,123.550,1,1.000,0.010,11840.770,17830.440,129.490
2021-05-04,124.900,128.460,123.780,128.170,137564700,-0.040,129.720,123.580,1,1.000,-0.040,11421.780,17199.510,124.900
2021-05-05,125.150,127.440,125.020,126.220,84000900,0.000,129.190,123.630,1,1.000,0.000,11444.110,17233.140,125.150
2021-05-06,126.750,126.760,124.200,124.940,78128300,0.010,128.980,123.710,1,1.000,0.010,11590.630,17453.770,126.750
2021-05-07,127.430,128.450,126.710,128.050,78973300,0.010,128.600,123.900,1,1.000,0.010,11652.370,17546.750,127.430
2021-05-10,124.140,126.770,124.100,126.640,88071200,-0.030,127.850,124.010,1,1.000,-0.030,11351.690,17093.960,124.140
2021-05-11,123.220,123.570,120.150,120.860,126142800,-0.010,127.040,123.980,1,1.000,-0.010,11267.570,16967.290,123.220
2021-05-12,120.150,121.980,119.640,120.760,112172300,-0.020,126.010,123.940,1,1.000,-0.020,10986.570,16544.160,120.150
2021-05-13,122.300,123.450,121.600,121.920,105861300,0.020,125.190,124.000,1,1.000,0.020,11183.450,16840.620,122.300
2021-05-14,124.720,125.160,123.160,123.550,81918000,0.020,124.820,124.150,1,1.000,0.020,11405.380,17174.820,124.720
2021-05-17,123.570,124.220,122.490,124.110,74244600,-0.010,124.230,124.240,-1,1.000,-0.010,11299.790,17015.810,123.570
2021-05-18,122.180,124.270,122.110,123.850,63342900,-0.010,123.960,124.410,-1,-1.000,0.010,11426.860,16824.450,122.180
2021-05-19,122.020,122.250,120.230,120.530,92612000,-0.000,123.650,124.490,-1,-1.000,0.000,11441.510,16802.890,122.020
2021-05-20,124.590,124.990,122.430,122.550,76857100,0.020,123.430,124.640,-1,-1.000,-0.020,11201.100,17155.950,124.590
2021-05-21,122.750,125.260,122.530,125.090,79295400,-0.010,122.960,124.710,-1,-1.000,0.010,11366.500,16902.610,122.750
2021-05-24,124.380,125.200,123.250,123.320,63092900,0.010,122.990,124.830,-1,-1.000,-0.010,11215.170,17127.650,124.380
2021-05-25,124.190,125.580,123.620,125.090,72009500,-0.000,123.080,124.890,-1,-1.000,0.000,11232.810,17100.700,124.190
2021-05-26,124.140,124.670,123.720,124.250,56575900,-0.000,123.480,124.920,-1,-1.000,0.000,11237.240,17093.960,124.140
2021-05-27,122.600,124.910,122.410,123.740,94625600,-0.010,123.510,124.940,-1,-1.000,0.010,11376.320,16882.400,122.600
2021-05-28,121.950,123.110,121.890,122.890,71311100,-0.010,123.240,125.020,-1,-1.000,0.010,11437.160,16792.110,121.950
2021-06-01,121.620,122.670,121.290,122.410,67637100,-0.000,123.040,125.110,-1,-1.000,0.000,11467.450,16747.640,121.620
2021-06-02,122.390,122.560,121.400,121.620,59278900,0.010,123.060,125.140,-1,-1.000,-0.010,11395.480,16852.750,122.390
2021-06-03,120.900,122.180,120.500,122.010,76229200,-0.010,122.950,125.170,-1,-1.000,0.010,11533.980,16647.920,120.900
2021-06-04,123.200,123.460,121.200,121.420,75169300,0.020,122.810,125.290,-1,-1.000,-0.020,11314.580,16964.600,123.200
2021-06-07,123.210,123.620,122.160,123.470,71057600,0.000,122.860,125.390,-1,-1.000,-0.000,11313.680,16965.940,123.210
2021-06-08,124.030,125.710,123.510,123.890,74403800,0.010,122.820,125.510,-1,-1.000,-0.010,11238.200,17079.140,124.030
2021-06-09,124.410,125.020,123.810,124.490,56877900,0.000,122.840,125.620,-1,-1.000,-0.000,11203.620,17131.700,124.410
2021-06-10,123.410,125.450,123.250,124.300,71186400,-0.010,122.770,125.750,-1,-1.000,0.010,11293.500,16994.250,123.410
2021-06-11,124.630,124.720,123.400,123.820,53522400,0.010,122.970,125.850,-1,-1.000,-0.010,11182.460,17161.340,124.630
2021-06-14,127.690,127.750,124.350,125.090,96906500,0.020,123.550,126.000,-1,-1.000,-0.020,10907.620,17583.130,127.690
2021-06-15,126.870,127.810,126.620,127.160,62746300,-0.010,124.070,126.080,-1,-1.000,0.010,10977.840,17469.940,126.870
2021-06-16,127.370,128.090,125.710,127.580,91815000,0.000,124.570,126.160,-1,-1.000,-0.000,10934.650,17538.660,127.370
2021-06-17,128.970,129.720,126.880,127.020,96721700,0.010,125.380,126.240,-1,-1.000,-0.010,10796.870,17759.670,128.970
2021-06-18,127.670,128.700,127.460,127.920,108953300,-0.010,125.830,126.250,-1,-1.000,0.010,10905.820,17580.450,127.670
2021-06-21,129.470,129.580,126.450,127.510,79663300,0.010,126.450,126.240,1,-1.000,-0.010,10752.010,17828.400,129.470
2021-06-22,131.120,131.210,128.810,129.300,74783600,0.010,127.160,126.300,1,1.000,0.010,10888.540,18054.790,131.120
2021-06-23,130.840,131.450,130.380,130.910,60214200,-0.000,127.800,126.290,1,1.000,-0.000,10865.780,18017.050,130.840
2021-06-24,130.560,131.760,130.090,131.580,68711000,-0.000,128.520,126.320,1,1.000,-0.000,10842.220,17977.980,130.560
2021-06-25,130.260,131.030,129.970,130.610,70783700,-0.000,129.080,126.300,1,1.000,-0.000,10817.830,17937.550,130.260
2021-06-28,131.900,132.360,130.500,130.560,62111300,0.010,129.500,126.310,1,1.000,0.010,10953.550,18162.590,131.900
2021-06-29,133.420,133.570,131.480,131.920,64556100,0.010,130.160,126.350,1,1.000,0.010,11079.520,18371.460,133.420
2021-06-30,134.030,134.470,132.960,133.260,63261400,0.000,130.820,126.430,1,1.000,0.000,11130.720,18456.360,134.030
2021-07-01,134.340,134.390,132.860,133.680,52485800,0.000,131.360,126.510,1,1.000,0.000,11155.910,18498.130,134.340
2021-07-02,136.970,137.010,134.800,134.950,78852600,0.020,132.290,126.670,1,1.000,0.020,11374.530,18860.630,136.970
2021-07-06,138.980,140.090,137.080,137.080,108181800,0.010,133.240,126.820,1,1.000,0.010,11541.950,19138.240,138.980
2021-07-07,141.480,141.790,139.610,140.470,104911600,0.020,134.280,127.020,1,1.000,0.020,11749.180,19481.860,141.480
2021-07-08,140.180,140.980,137.660,138.550,105575500,-0.010,135.210,127.200,1,1.000,-0.010,11641.090,19302.630,140.180
2021-07-09,142.010,142.540,139.600,139.700,99890800,0.010,136.360,127.430,1,1.000,0.010,11793.070,19554.630,142.010
2021-07-12,141.410,143.190,140.920,143.080,76299700,-0.000,137.470,127.650,1,1.000,-0.000,11743.500,19472.430,141.410
2021-07-13,142.530,144.310,140.560,140.950,100827100,0.010,138.530,127.930,1,1.000,0.010,11836.140,19626.050,142.530
2021-07-14,145.960,146.370,144.520,144.930,127050800,0.020,139.790,128.260,1,1.000,0.020,12121.400,20099.050,145.960
2021-07-15,145.310,146.790,143.950,146.050,106820300,-0.000,140.920,128.670,1,1.000,-0.000,12066.950,20008.770,145.310
2021-07-16,143.260,146.560,142.760,145.290,93251400,-0.010,141.810,129.030,1,1.000,-0.010,11897.090,19727.120,143.260
2021-07-19,139.400,140.990,138.640,140.680,121434600,-0.030,142.050,129.280,1,1.000,-0.030,11576.890,19196.180,139.400
2021-07-20,143.030,143.950,139.900,140.390,96350000,0.030,142.460,129.590,1,1.000,0.030,11877.590,19694.780,143.030
2021-07-21,142.290,143.010,141.540,142.420,74993500,-0.010,142.540,129.960,1,1.000,-0.010,11816.640,19593.710,142.290
2021-07-22,143.660,145.030,142.690,142.820,77338200,0.010,142.890,130.370,1,1.000,0.010,11930.420,19782.380,143.660
2021-07-23,145.380,145.540,143.780,144.400,71447400,0.010,143.220,130.870,1,1.000,0.010,12073.450,20019.550,145.380
2021-07-26,145.800,146.630,144.540,145.100,72434100,0.000,143.660,131.340,1,1.000,0.000,12108.400,20077.490,145.800
2021-07-27,143.630,146.020,142.440,145.930,104818600,-0.010,143.770,131.720,1,1.000,-0.010,11927.980,19778.330,143.630
2021-07-28,141.880,143.830,139.490,141.710,118931200,-0.010,143.360,132.080,1,1.000,-0.010,11782.510,19537.120,141.880
2021-07-29,142.530,143.420,141.490,141.600,56699500,0.000,143.090,132.490,1,1.000,0.000,11836.140,19626.050,142.530
2021-07-30,142.740,143.200,141.030,141.290,70440600,0.000,143.030,132.910,1,1.000,0.000,11854.020,19655.700,142.740
2021-08-02,142.410,143.810,142.140,143.230,62880000,-0.000,143.340,133.260,1,1.000,-0.000,11826.390,19609.890,142.410
2021-08-03,144.210,144.870,142.080,142.690,64786600,0.010,143.450,133.690,1,1.000,0.010,11975.930,19857.840,144.210
2021-08-04,143.810,144.630,143.150,144.120,56368300,-0.000,143.610,134.080,1,1.000,-0.000,11942.610,19802.590,143.810
2021-08-05,143.920,144.680,143.040,143.840,46397700,0.000,143.630,134.470,1,1.000,0.000,11951.550,19817.410,143.920
2021-08-06,143.230,144.180,142.730,143.440,54126800,-0.000,143.420,134.860,1,1.000,-0.000,11894.570,19722.930,143.230
2021-08-09,143.180,143.780,142.620,143.290,48908700,-0.000,143.150,135.270,1,1.000,-0.000,11890.500,19716.190,143.180
2021-08-10,142.700,144.770,142.410,143.520,69023100,-0.000,143.060,135.680,1,1.000,-0.000,11850.620,19650.060,142.700
2021-08-11,142.960,143.800,142.630,143.140,48493500,0.000,143.170,136.110,1,1.000,0.000,11871.780,19685.150,142.960
2021-08-12,145.920,146.080,142.940,143.280,72282600,0.020,143.510,136.580,1,1.000,0.020,12118.400,20094.080,145.920
2021-08-13,146.130,146.460,145.320,146.000,59375000,0.000,143.850,137.090,1,1.000,0.000,12135.490,20122.420,146.130
2021-08-16,148.110,148.180,143.550,145.580,103296000,0.010,144.420,137.580,1,1.000,0.010,12299.900,20395.040,148.110
2021-08-17,147.200,148.660,146.120,147.240,92229700,-0.010,144.720,138.060,1,1.000,-0.010,12224.210,20269.530,147.200
2021-08-18,143.450,147.720,143.240,146.820,86326000,-0.030,144.680,138.450,1,1.000,-0.030,11912.480,19752.630,143.450
2021-08-19,143.780,145.050,141.620,142.140,86960300,0.000,144.670,138.840,1,1.000,0.000,11940.150,19798.520,143.780
2021-08-20,145.240,145.540,143.860,144.500,60549600,0.010,144.870,139.280,1,1.000,0.010,12061.430,19999.610,145.240
2021-08-23,146.730,147.200,144.940,145.360,60131800,0.010,145.220,139.720,1,1.000,0.010,12185.140,20204.740,146.730
2021-08-24,146.640,147.860,146.180,146.470,48606400,-0.000,145.620,140.100,1,1.000,-0.000,12177.820,20192.600,146.640
2021-08-25,145.410,147.330,144.860,146.830,58991300,-0.010,145.860,140.470,1,1.000,-0.010,12075.260,20022.550,145.410
2021-08-26,144.600,146.150,144.570,145.400,48597200,-0.010,145.730,140.810,1,1.000,-0.010,12008.520,19911.880,144.600
2021-08-27,145.640,145.790,143.910,144.540,55802400,0.010,145.680,141.150,1,1.000,0.010,12094.800,20054.940,145.640
2021-08-30,150.070,150.430,145.650,146.030,90956700,0.030,145.870,141.590,1,1.000,0.030,12462.690,20664.960,150.070
2021-08-31,148.810,149.760,148.280,149.620,86453100,-0.010,146.040,141.980,1,1.000,-0.010,12357.690,20490.860,148.810
2021-09-01,149.470,151.890,149.310,149.790,80313700,0.000,146.640,142.350,1,1.000,0.000,12413.040,20582.630,149.470
2021-09-02,150.590,151.640,149.360,150.810,71115500,0.010,147.320,142.740,1,1.000,0.010,12505.830,20736.490,150.590
2021-09-03,151.230,151.550,150.040,150.700,57808700,0.000,147.920,143.160,1,1.000,0.000,12558.730,20824.210,151.230
2021-09-07,153.570,154.130,151.320,151.880,82278300,0.020,148.600,143.620,1,1.000,0.020,12753.260,21146.760,153.570
2021-09-08,152.020,153.910,150.910,153.850,74420200,-0.010,149.140,144.020,1,1.000,-0.010,12624.660,20933.530,152.020
2021-09-09,151.000,153.000,150.880,152.390,57305700,-0.010,149.700,144.380,1,1.000,-0.010,12540.010,20793.170,151.000
2021-09-10,146.000,152.380,145.740,151.910,140893200,-0.030,149.840,144.620,1,1.000,-0.030,12124.910,20104.870,146.000
2021-09-13,146.570,148.400,145.790,147.630,102404300,0.000,149.930,144.860,1,1.000,0.000,12172.120,20183.150,146.570
2021-09-14,145.170,148.060,143.980,147.360,109296300,-0.010,149.440,145.020,1,1.000,-0.010,12055.730,19990.160,145.170
2021-09-15,146.060,146.460,143.460,145.600,83281300,0.010,149.170,145.170,1,1.000,0.010,12129.800,20112.970,146.060
2021-09-16,145.830,146.000,144.290,145.480,68034100,-0.000,148.800,145.250,1,1.000,-0.000,12110.260,20080.580,145.830
2021-09-17,143.150,145.860,142.860,145.860,129868800,-0.020,148.060,145.310,1,1.000,-0.020,11888.060,19712.140,143.150
2021-09-20,140.090,141.960,138.460,140.940,123478900,-0.020,146.950,145.270,1,1.000,-0.020,11634.120,19291.070,140.090
2021-09-21,140.570,141.720,139.940,141.060,75834000,0.000,145.650,145.260,1,1.000,0.000,11674.000,19357.200,140.570
2021-09-22,142.950,143.510,140.840,141.570,76404300,0.020,144.740,145.270,-1,1.000,0.020,11870.970,19683.800,142.950
2021-09-23,143.910,144.150,142.740,143.730,64838200,0.010,144.030,145.220,-1,-1.000,-0.010,11791.210,19816.060,143.910
2021-09-24,143.990,144.530,142.660,142.760,53477900,0.000,143.830,145.200,-1,-1.000,-0.000,11783.980,19828.210,143.990
2021-09-27,142.470,143.050,140.960,142.570,74150700,-0.010,143.420,145.180,-1,-1.000,0.010,11908.300,19619.020,142.470
2021-09-28,139.080,141.870,138.870,140.400,108972300,-0.020,142.810,145.180,-1,-1.000,0.020,12191.730,19152.060,139.080
2021-09-29,139.990,141.570,139.200,139.630,74602000,0.010,142.200,145.120,-1,-1.000,-0.010,12112.690,19276.230,139.990
2021-09-30,138.680,141.500,138.470,140.800,89056700,-0.010,141.490,145.040,-1,-1.000,0.010,12225.490,19096.730,138.680
2021-10-01,139.810,140.070,136.340,139.070,94639600,0.010,141.150,144.970,-1,-1.000,-0.010,12126.130,19251.930,139.810
2021-10-04,136.370,139.380,135.520,138.940,98322000,-0.020,140.780,144.790,-1,-1.000,0.020,12424.500,18778.230,136.370
2021-10-05,138.300,139.410,136.580,136.710,80861100,0.010,140.550,144.640,-1,-1.000,-0.010,12248.590,19044.090,138.300
2021-10-06,139.170,139.320,135.610,136.690,83221100,0.010,140.180,144.550,-1,-1.000,-0.010,12171.330,19164.210,139.170
2021-10-07,140.440,141.350,139.880,140.210,61732700,0.010,139.830,144.520,-1,-1.000,-0.010,12060.770,19338.300,140.440
2021-10-08,140.050,141.310,139.720,141.160,58773200,-0.000,139.440,144.470,-1,-1.000,0.000,12093.590,19285.670,140.050
2021-10-11,139.970,141.930,138.990,139.440,64452200,-0.000,139.190,144.410,-1,-1.000,0.000,12101.210,19273.520,139.970
2021-10-12,138.690,140.400,138.230,140.380,73035900,-0.010,139.150,144.340,-1,-1.000,0.010,12211.370,19098.080,138.690
2021-10-13,138.100,138.580,136.430,138.430,78762700,-0.000,138.960,144.220,-1,-1.000,0.000,12263.140,19017.100,138.100
2021-10-14,140.900,141.010,138.690,139.280,69907100,0.020,139.180,144.160,-1,-1.000,-0.020,12015.110,19401.740,140.900
2021-10-15,141.960,142.010,140.650,140.910,67940300,0.010,139.390,144.120,-1,-1.000,-0.010,11924.850,19547.490,141.960
2021-10-18,143.630,143.920,140.310,140.590,85589200,0.010,140.120,144.130,-1,-1.000,-0.010,11784.060,19778.270,143.630
2021-10-19,145.800,146.200,143.630,144.080,76378900,0.020,140.870,144.180,-1,-1.000,-0.020,11606.350,20076.530,145.800
2021-10-20,146.290,146.770,145.170,145.740,58418800,0.000,141.580,144.250,-1,-1.000,-0.000,11567.340,20144.020,146.290
2021-10-21,146.500,146.660,144.930,145.850,61421000,0.000,142.190,144.320,-1,-1.000,-0.000,11550.290,20173.700,146.500
2021-10-22,145.730,147.190,145.680,146.710,58883400,-0.010,142.760,144.320,-1,-1.000,0.010,11611.340,20067.080,145.730
2021-10-25,145.680,146.400,144.680,145.720,50720600,-0.000,143.330,144.310,-1,-1.000,0.000,11615.240,20060.340,145.680
2021-10-26,146.350,147.840,146.040,146.360,60893400,0.000,144.090,144.270,-1,-1.000,-0.000,11562.100,20152.110,146.350
2021-10-27,145.890,146.750,145.530,146.390,56094900,-0.000,144.870,144.250,1,-1.000,0.000,11598.500,20088.680,145.890
2021-10-28,149.530,150.120,146.740,146.840,100077900,0.020,145.730,144.370,1,1.000,0.020,11888.370,20590.730,149.530
2021-10-29,146.820,146.950,143.490,144.290,124953200,-0.020,146.220,144.430,1,1.000,-0.020,11672.530,20216.890,146.820
2021-11-01,145.990,146.720,144.860,146.020,74588300,-0.010,146.460,144.450,1,1.000,-0.010,11607.070,20103.530,145.990
2021-11-02,147.030,148.550,145.690,145.700,69122000,0.010,146.580,144.450,1,1.000,0.010,11689.660,20246.580,147.030
2021-11-03,148.470,148.940,146.840,147.390,54511500,0.010,146.800,144.490,1,1.000,0.010,11804.210,20444.970,148.470
2021-11-04,147.950,149.390,147.640,148.560,60394600,-0.000,146.940,144.540,1,1.000,-0.000,11762.910,20373.440,147.950
2021-11-05,148.480,149.390,147.290,149.080,65463900,0.000,147.220,144.620,1,1.000,0.000,11805.050,20446.430,148.480
2021-11-08,147.660,148.770,147.380,148.610,55020900,-0.010,147.420,144.660,1,1.000,-0.010,11739.500,20332.890,147.660
2021-11-09,148.020,148.630,147.290,147.420,56787900,0.000,147.590,144.620,1,1.000,0.000,11768.370,20382.900,148.020
2021-11-10,145.190,147.350,145.120,147.250,65187100,-0.020,147.520,144.540,1,1.000,-0.020,11542.850,19992.300,145.190
2021-11-11,145.140,146.670,144.950,146.210,41000000,-0.000,147.080,144.460,1,1.000,-0.000,11538.950,19985.540,145.140
2021-11-12,147.220,147.620,144.750,145.690,63804000,0.010,147.120,144.390,1,1.000,0.010,11704.390,20272.080,147.220
2021-11-15,147.230,149.070,146.670,147.590,59222800,0.000,147.240,144.310,1,1.000,0.000,11705.170,20273.430,147.230
2021-11-16,148.210,148.690,146.580,147.170,59256200,0.010,147.360,144.200,1,1.000,0.010,11783.200,20408.590,148.210
2021-11-17,150.650,152.130,148.200,148.210,88807000,0.020,147.570,144.170,1,1.000,0.020,11977.510,20745.120,150.650
2021-11-18,154.950,155.740,150.220,150.870,137827700,0.030,148.270,144.250,1,1.000,0.030,12319.300,21337.110,154.950
2021-11-19,157.580,158.040,153.640,154.740,117305600,0.020,149.180,144.490,1,1.000,0.020,12528.430,21699.320,157.580
2021-11-22,158.040,162.640,158.020,158.690,117467900,0.000,150.220,144.710,1,1.000,0.000,12565.110,21762.850,158.040
2021-11-23,158.430,158.810,156.120,158.140,96041900,0.000,151.260,144.980,1,1.000,0.000,12595.540,21815.560,158.430
2021-11-24,158.950,159.140,156.690,157.780,69463600,0.000,152.640,145.240,1,1.000,0.000,12636.900,21887.190,158.950
2021-11-26,153.910,157.480,153.470,156.620,76959800,-0.030,153.520,145.400,1,1.000,-0.030,12236.580,21193.840,153.910
2021-11-29,157.280,158.210,155.850,156.420,88748200,0.020,154.520,145.680,1,1.000,0.020,12504.240,21657.430,157.280
2021-11-30,162.240,162.460,156.960,157.030,174048100,0.030,156.020,146.120,1,1.000,0.030,12899.090,22341.320,162.240
2021-12-01,161.720,167.150,161.490,164.380,152052500,-0.000,157.380,146.550,1,1.000,-0.000,12857.740,22269.690,161.720
2021-12-02,160.730,161.160,154.880,155.810,136739200,-0.010,158.380,146.900,1,1.000,-0.010,12778.920,22133.170,160.730
2021-12-03,158.850,161.910,156.770,160.990,118023100,-0.010,158.770,147.200,1,1.000,-0.010,12629.090,21873.680,158.850
2021-12-06,162.260,164.780,161.240,161.250,107497000,0.020,159.240,147.570,1,1.000,0.020,12900.650,22344.020,162.260
2021-12-07,168.020,168.410,165.230,165.950,120405400,0.040,160.240,148.080,1,1.000,0.040,13357.940,23136.030,168.020
2021-12-08,171.840,172.710,167.540,168.950,116998900,0.020,161.580,148.730,1,1.000,0.020,13662.270,23663.140,171.840
2021-12-09,171.330,173.480,170.710,171.680,108923700,-0.000,162.820,149.360,1,1.000,-0.000,13621.700,23592.870,171.330
2021-12-10,176.130,176.310,171.460,171.970,115402700,0.030,165.040,150.110,1,1.000,0.030,14003.280,24253.780,176.130
2021-12-13,172.490,178.760,172.290,177.770,153237000,-0.020,166.560,150.760,1,1.000,-0.020,13713.770,23752.350,172.490
2021-12-14,171.110,174.450,169.030,172.010,139380400,-0.010,167.450,151.460,1,1.000,-0.010,13603.750,23561.780,171.110
2021-12-15,175.990,176.180,169.120,171.870,131063300,0.030,168.880,152.210,1,1.000,0.030,13991.580,24233.500,175.990
2021-12-16,169.080,177.790,167.590,175.970,150185800,-0.040,169.710,152.810,1,1.000,-0.040,13442.210,23282.000,169.080
2021-12-17,167.980,170.260,166.550,166.790,195432700,-0.010,170.620,153.360,1,1.000,-0.010,13354.810,23130.630,167.980
2021-12-20,166.610,167.430,164.360,165.170,107499100,-0.010,171.060,153.890,1,1.000,-0.010,13246.350,22942.760,166.610
2021-12-21,169.790,170.000,165.990,168.390,91185900,0.020,171.240,154.490,1,1.000,0.020,13499.180,23380.670,169.790
2021-12-22,172.390,172.610,168.970,169.840,92135300,0.020,171.290,155.160,1,1.000,0.020,13705.970,23738.830,172.390
2021-12-23,173.020,173.580,172.030,172.600,68356600,0.000,171.460,155.860,1,1.000,0.000,13755.910,23825.330,173.020
2021-12-27,177.000,177.090,173.800,173.820,74919600,0.020,171.550,156.580,1,1.000,0.020,14071.950,24372.720,177.000
2021-12-28,175.980,177.980,175.230,176.830,79144300,-0.010,171.890,157.260,1,1.000,-0.010,13990.790,24232.150,175.980
2021-12-29,176.060,177.290,174.850,176.020,62348900,0.000,172.390,157.910,1,1.000,0.000,13997.820,24244.310,176.060
2021-12-30,174.910,177.230,174.800,176.150,59773000,-0.010,172.280,158.490,1,1.000,-0.010,13905.740,24084.830,174.910
2021-12-31,174.290,175.920,173.980,174.800,64062300,-0.000,172.800,159.050,1,1.000,-0.000,13856.580,23999.680,174.290
